ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.655,99.876,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.676,99.664,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.208,99.249,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
ต. ดอนสัก อ. ดอนสัก จ. สุราษฎร์ธานี,"T. Don Sak, A. Don Sak, Changwat Surat Thani",อ. ดอนสัก,T. Don Sak,9.351,99.72,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. ดอนสัก,A. Don Sak
ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.704,99.871,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. ปากน้ำ อ. เมืองชุมพร จ. ชุมพร,"T. Pak Nam, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.448,99.253,จ. ชุมพร,Changwat Chumphon,ต. ปากน้ำ,A. Pak Nam
ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.144,99.639,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.81,102.376,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
ต. ปากตะโก อ. ทุ่งตะโก จ. ชุมพร,"T. Tako, A. Thung Tako, Changwat Chumphon",อ. ทุ่งตะโก,T. Thung Tako,10.132,99.163,จ. ชุมพร,Changwat Chumphon,ต. ปากตะโก,A. Tako
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.702,99.664,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.296,99.247,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.514,99.173,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.504,99.182,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.664,99.677,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. กะรน อ. เมืองภูเก็ต จ. ภูเก็ต,"T. Karon, A. Mueang Phuket, Changwat Phuket",อ. เมืองภูเก็ต,T. Mueang Phuket,7.821,98.285,จ. ภูเก็ต,Changwat Phuket,ต. กะรน,A. Karon
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.687,99.675,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.144,99.631,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
ต. มาบตาพุด อ. เมืองระยอง จ. ระยอง,"T. Map Ta Phut, A. Mueang Rayong, Changwat Rayong",อ. เมืองระยอง,T. Mueang Rayong,12.648,101.17,จ. ระยอง,Changwat Rayong,ต. มาบตาพุด,A. Map Ta Phut
ต. ปากคลอง อ. ปะทิว จ. ชุมพร,Pak Khlong Pathio Changwat Chumphon,อ. ปะทิว,Pathio,10.865,99.489,จ. ชุมพร,Changwat Chumphon,ต. ปากคลอง,Pak Khlong
ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.508,99.173,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. เกาะลูกไม้ อ. กันตัง จ. ตรัง,,อ. กันตัง,,7.291,99.45,จ. ตรัง,,ต. เกาะลูกไม้,
ต. บ่อหิน อ. สิเกา จ. ตรัง,"T. Bo Hin, A. Sikao, Changwat Trang",อ. สิเกา,T. Sikao,7.549,99.283,จ. ตรัง,Changwat Trang,ต. บ่อหิน,A. Bo Hin
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.77,99.668,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.521,99.711,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.8,99.713,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. หาดทรายรี อ. เมืองชุมพร จ. ชุมพร,"T. Hat Sai Ri, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.426,99.316,จ. ชุมพร,Changwat Chumphon,ต. หาดทรายรี,A. Hat Sai Ri
ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.603,99.715,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.499,99.318,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.652,99.692,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
ต. สัตหีบ อ. สัตหีบ จ. ชลบุรี,"T. Sattahip, A. Sattahip, Changwat Chonburi",อ. สัตหีบ,T. Sattahip,12.646,100.897,จ. ชลบุรี,Changwat Chonburi,ต. สัตหีบ,A. Sattahip
ต. อ่าวลึกน้อย อ. อ่าวลึก จ. กระบี่,"T. Ao Luek Noi, A. Ao Luek, Changwat Krabi",อ. อ่าวลึก,T. Ao Luek,8.211,98.687,จ. กระบี่,Changwat Krabi,ต. อ่าวลึกน้อย,A. Ao Luek Noi
ต. กำพวน อ. สุขสำราญ จ. ระนอง,"T. Kamphuan, A. Suk Samran, Changwat Ranong",อ. สุขสำราญ,T. Suk Samran,9.5,98.368,จ. ระนอง,Changwat Ranong,ต. กำพวน,A. Kamphuan
ต. ดอนสัก อ. ดอนสัก จ. สุราษฎร์ธานี,"T. Don Sak, A. Don Sak, Changwat Surat Thani",อ. ดอนสัก,T. Don Sak,9.315,99.66,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. ดอนสัก,A. Don Sak
ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.257,99.227,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
